'臺中家扶發展學員',215070.4537345029,2674555.6587198004,7:00,17:00
'麻園三號橋',214185.63761359532,2668642.517062135,9:00,21:00
'林子凱兒鼻喉科診所',214642.8344354833,2671749.163929089,12:00,24:00
'臺中市私立喜悅兒幼兒園',217115.55772513844,2667035.5515186517,9:00,21:00
'新竹貨運(中清路)',214704.88296212774,2677459.9235275183,12:00,20:00
'英才兒童公園',216613.84932224886,2672184.860921349,11:00,23:00
'國苗香食品有限公司',219301.7046799808,2682087.197946962,10:00,20:00
'水湳福德宮',217044.33875127078,2674649.624836392,11:00,19:00
'鴻錩機械股份有限公司',217081.07576052393,2684914.492741493,11:00,19:00
'全利鐵工廠',214453.43458521907,2673834.5333759296,7:00,19:00
'豐原區第十二公墓-',224118.49294813524,2682181.2446388593,8:00,18:00
'北聖宮',223056.72088513066,2673364.207996911,11:00,20:00
'臺中市后里區墩南社區活動中心',221424.42263221825,2687827.485075696,10:00,19:00
'二呆飯糰公益店',215715.09532862646,2671757.1724322042,9:00,19:00
'全家便利商店沙鹿英才店',206880.1254891387,2680195.542742164,8:00,17:00
'數格科技股份有限公司',217323.7564088334,2683781.040639257,8:00,20:00
'宏原保健藥局',217048.6342493768,2673960.408656273,11:00,22:00
'愛得華娛網',214063.78293459,2674888.319314424,6:00,17:00
'成功里黃文生里長服務處',222852.065856667,2669950.490816847,7:00,15:00
'北極殿',226293.5762892213,2667077.033486431,8:00,20:00
'台灣電力公司大甲溪發電廠社寮分',228842.86746374765,2684978.962363324,11:00,22:00
'叢林先生修車廠',211614.46182113982,2674327.894182965,8:00,20:00
'彰化商業銀行潭子分行',220025.57523414394,2678156.946025435,9:00,18:00
'鶴翔天有限公司',213615.42205544226,2671277.6265832195,12:00,22:00
'臺中市清水區高美社區活動中心',205619.16640998315,2689706.8029426765,7:00,16:00
'臺中市立大里幼兒園塗城分班',221641.79087205013,2664591.3281896054,11:00,23:00
'惠眾牙醫診所',217218.90009140977,2669712.156659536,10:00,19:00
'江南里李文登里長服務處',213416.14873089327,2696318.528417284,11:00,21:00
'龍呈汽車',219546.95846029144,2673236.949496739,9:00,20:00
'北京里蘇乙青里長服務處',218566.2664011452,2673228.118830136,8:00,17:00
'停六停車場',216091.1119224598,2679039.856422588,11:00,19:00
'信澤牙醫診所',214749.98173250246,2671229.806650253,12:00,22:00
'金谷橋',219767.96207061413,2675527.4767079195,12:00,24:00
'無極紫微宮明',218441.50351748828,2676576.7413863824,8:00,16:00
'臺中市立東勢幼兒園上城分班',233672.64299188988,2679309.528564912,7:00,17:00
'臺中市新移民家庭福利服務中心',220291.04511040173,2674293.0481168367,7:00,16:00
'7-11便利商店(大里城門市)',219379.29203276735,2666001.198571499,9:00,18:00
'蔡芬苓內科/小兒科診所',215644.90765551355,2673118.2542997217,9:00,21:00
'臺灣電力公司中科超高壓變電所辦',210136.78105323375,2677328.369001232,9:00,17:00
'烏日區農會溪壩辦事處',213667.2811618564,2663390.257300993,12:00,20:00
'台灣中油梧棲站',202476.48117471926,2683992.9867488896,7:00,19:00
'無極天聖宮',223688.59176984333,2675200.7128545963,8:00,16:00
'使徒基督教會',220343.83800982227,2670762.975385122,6:00,17:00
'安龍里賴梁松里長服務處',216407.42599893775,2671052.5839215857,10:00,22:00
'必捷吊車',212245.04049699687,2670501.504568104,6:00,18:00
'英友達國際企業有限公司',211855.08306227232,2669481.415266311,7:00,19:00
'景昌壓克力',218004.68400078683,2674553.8457373697,8:00,20:00
'合家歡生活五金百貨',215639.6064100759,2671259.5277188905,9:00,21:00
'全家便利超商大里美群店',220377.28116085523,2664651.264780128,7:00,16:00
'臺中市立光復國民中小學國小部',218531.06396970726,2659846.241964012,12:00,20:00
'聖天慈玄堂',219676.33029041113,2676959.2448796486,12:00,21:00
'臺灣電力公司西屯眷舍區',214362.68943620785,2675249.9467006368,6:00,14:00
'田心里守望相助隊',213528.06738970347,2670382.9789503645,11:00,22:00
'臺中銀行北臺中分行',216663.05204394265,2674143.38289193,11:00,21:00
'友信嬰兒用品展示中心',217287.38130515342,2675711.724343027,6:00,16:00
'綺發機械工廠股份有限公司',218393.9815600215,2683831.99398884,10:00,19:00
'其泰企業股份有限公司',214857.5936997393,2700081.297917479,11:00,23:00
'三皇三家',222167.05931691587,2682975.048541272,12:00,24:00
'清水第一市場',206992.80466566895,2684792.589567289,9:00,20:00
'寶山橋',210687.50492757812,2671644.469369944,9:00,19:00
'第一商業銀行大雅分行',214282.3319158589,2679613.8944545714,11:00,23:00
'秋保工業有限公司',218555.48352163413,2683308.8825954683,11:00,22:00
'台灣電力公司中區施工處',220798.60913299661,2681818.450478401,12:00,20:00
'貝特公司',222664.95913757366,2692545.2127673733,10:00,21:00
'諒興大理石',218611.98097497327,2680255.206706176,8:00,19:00
'大金應用材料(股)公司',208764.3200543289,2673288.047588254,12:00,21:00
'全家便利超商沙鹿鎮平店',206276.92237265626,2679402.8440229087,7:00,17:00
'台中大坑口郵局',219453.45219897656,2673889.0309630767,12:00,20:00
'福彥電子',210016.13491170763,2677738.3825111426,6:00,17:00
'躍達鐵工廠(股)公司',208005.5400518801,2674208.848908465,11:00,20:00
'耕謮園企業(股)公司-活力客承租',210406.51176474392,2672521.9606729564,12:00,23:00
'吉田動物醫院',219086.01837971134,2673554.47061404,12:00,22:00
'葆俊企業',209812.16082838643,2672350.300225027,12:00,22:00
'晨嵐(股)公司',214191.85066266672,2677486.9027514393,9:00,21:00
'一森木業有限公司',217052.15977631503,2682042.743873456,12:00,20:00
'五洲輪胎',217956.3318460079,2674558.9384682225,7:00,19:00
'晁新不鏽鋼',211198.97777234507,2672385.9889867143,7:00,16:00
'光采整形外科診所',215630.7371588009,2670364.015419733,11:00,21:00
'臺中市立潭子國民中學',220349.22252867508,2678263.252251011,6:00,16:00
'盈錫精密有限公司',219071.47521302555,2674903.0090932446,12:00,21:00
'強順企業公司',207951.95422695612,2674127.1611703783,11:00,22:00
'兆豐國際商業銀行大甲分行',212202.49236844288,2693661.18289555,6:00,15:00
'?子里董銘成里長服務處',222073.48368706077,2673035.0706513217,8:00,19:00
'中華基督教衛理公會逢甲衛理堂',213333.51121236625,2674276.0652843704,8:00,18:00
'信亮企業有限公司',209680.10416415407,2672404.056348139,7:00,15:00
'臺中市監理站',218657.03604725102,2672964.441603878,9:00,18:00
'中正里楊偉浚里長服務處',219387.95394026864,2662311.8803945645,6:00,15:00
'玄忠宮',216381.27239960406,2675250.786825926,7:00,19:00
'中華電信',215143.6246380604,2680023.9720975985,7:00,19:00
'7-11便利商店航發門市',214485.10609991074,2674554.3403765927,12:00,21:00
'兆豐證券公益分公司',215868.1703314803,2672107.9967199755,9:00,18:00
'世利公司',218576.0132223266,2676303.4405341432,11:00,21:00
'瑪吉斯輪胎',224685.58675608595,2684875.4789529336,7:00,19:00
'臺中市立后里區后綜高級中學',221855.0143589039,2688944.449296636,6:00,15:00
'中華電信永安機房',210454.97438309915,2675550.455236665,11:00,22:00
'佳音牙醫診所',218636.78167991547,2669674.852784558,7:00,18:00
'統聯客運',221797.6277853425,2683221.981275455,7:00,15:00
'華谷電機公司',208223.64374483225,2673881.04347386,10:00,18:00
'人人健康按摩',210450.0172149188,2681971.806263773,6:00,14:00
'金聖宮',207412.57417255532,2675469.7603368345,6:00,17:00
'沙鹿區農會公館辦事處',210208.10016867702,2682398.6622129986,10:00,18:00
'OK便利商店(大肚遊園店)',207327.3578631776,2674090.7017839,10:00,21:00
'潔林清潔公司',214290.93295736134,2674025.8764915117,10:00,22:00
'晉江里李瑞珍里長辦公處',207574.533299172,2679823.9750192584,7:00,19:00
'永信松柏園老人養護中心',214107.12315155406,2695047.2815424614,10:00,18:00
'德冠汽車',211405.86541882102,2669157.3482646383,6:00,16:00
'何厝里何劉美玲里長服務處',214923.63043264425,2672988.552760564,12:00,24:00
'OK便利超商台中太平店',221509.65864443535,2668481.7948997933,12:00,21:00
'無極慈元宮',218916.24877411366,2676491.412479543,11:00,23:00
'統一便利商店',220093.07704245206,2679242.7241008743,6:00,14:00
'7-11便利商店環中站門市',215692.86939465962,2677284.396308491,11:00,22:00
'樂群公園',216223.97829253995,2669978.732970635,6:00,16:00
'首璽格爾診所',214570.67099472534,2672602.2402353464,10:00,21:00
'証通汽車有限公司',216520.10515318788,2668273.2463911357,6:00,14:00
'仂馳金屬工業股份有限公司',223877.71142385984,2685258.709846382,12:00,20:00
'臺中美企業有限公司',213076.3054427727,2670031.73241029,11:00,22:00
'春安橋',210042.6128940542,2669843.336642941,7:00,16:00
'友順汽車',214085.21204192532,2669288.3378310497,7:00,18:00
'臺中市警察局太平分局太平派出所',221486.47796851766,2669444.261319479,11:00,21:00
'臺中市北區太平國民小學',217673.81076253773,2671625.889217644,11:00,21:00
'靄崴科技(股)公司',209019.01489174576,2671929.268041684,11:00,22:00
'臺中市私立愛森倫幼兒園',212074.80941972914,2667028.353467444,6:00,15:00
'中社觀光花市',222592.64766572663,2692095.6948128967,11:00,21:00
'日盛塑膠有限公司',222352.1073093754,2685488.76152782,9:00,17:00
'大安區農會信用部海墘分部',208094.4706282148,2697079.848111329,6:00,14:00
'東勢區農會信用部',232690.1633292855,2683132.269558215,9:00,21:00
'全國電子南屯門市',214158.6495575005,2670278.268370704,12:00,21:00
'北新社區老人休閒中心',211930.50853349586,2671574.9713654444,8:00,18:00
'宥多企業有限公司',207985.30419019106,2674203.4818235133,7:00,15:00
'陽光視障按摩',218305.180918288,2667045.2617450133,11:00,19:00
'永信藥品工業股份有限公司幼獅二',214937.6721508923,2699086.9610666675,6:00,17:00
'榮一診所',214541.54026024978,2671800.2508412083,7:00,17:00
'台中地區農會大坑辦事處',223579.43814065188,2674907.9792331555,8:00,18:00
'7-11便利商店平智門市',218357.67392240145,2670037.735693056,7:00,15:00
'基督教台中韓人教會',214229.14373500986,2672607.414200901,7:00,18:00
'慈惠宮',224107.21844711478,2665720.718621445,10:00,18:00
'朝順宮',207323.72882301966,2678800.037894752,10:00,20:00
'仁鴻五金百貨',220727.5381349952,2683594.9511852795,8:00,18:00
'龍族國際有限公司',216546.24694978388,2676664.696863817,7:00,19:00
'大墩文化中心',216040.57580905073,2670682.659654918,12:00,23:00
'南山橋',219335.52150460664,2674236.046731999,7:00,18:00
'臺中凱歌堂',216589.60046711247,2673239.7130530467,9:00,21:00
'松銓企業',212865.0245560436,2676228.6216412527,6:00,14:00
'聖光堂',211975.2061238977,2666731.695140753,8:00,20:00
'秀府塑膠股份有限公司',213044.53883176122,2678140.956065996,10:00,22:00
'怡進工業',210365.47312781488,2672637.0355304712,12:00,21:00
'大雅第一市場',214364.07568862115,2679889.3517186395,11:00,19:00
'名廣有限公司',213269.1077986859,2669320.9859792083,10:00,21:00
'臺中市北屯區調解委員會',218154.0257440956,2675271.954725437,10:00,22:00
'梧棲區調解委員會',202435.0610643379,2683300.023561224,6:00,16:00
'大里思恩堂',218352.54457166488,2667224.4613851663,12:00,21:00
'忠誠診所',215510.64407172854,2671973.963725299,9:00,19:00
'全家便利商店台中科博館店',215970.9933051375,2672397.697323405,6:00,15:00
'靈玄宮',212174.50655757895,2675354.504505394,7:00,16:00
'全國電子股份有限公司雅環門市',214825.29121314103,2680013.0183261046,6:00,16:00
'哈特佛工業(股)公司',209599.7426020409,2671659.587618986,9:00,21:00
'普真精舍',215599.8516211979,2674025.5287804687,9:00,21:00
'豐樂牙醫診所',215459.87678244835,2671070.910404011,11:00,22:00
'臺中市西屯區進富老人休閒中心',213434.3575889408,2675125.8264066232,7:00,16:00
'緯廷耳鼻喉科診所',203689.92264229115,2672147.5154880127,7:00,18:00
'裕城興業有限公司',219036.5649868801,2669130.74646205,11:00,22:00
'富王大飯店',214359.7071110055,2672925.2756821,9:00,18:00
'7-11便利商店慶樹門市',214477.22114114,2667891.7818584368,9:00,18:00
'主耶穌基督禮拜堂',215472.97219091907,2667877.817087084,11:00,23:00
'宏真傢俱',212882.84198067445,2676709.9041501516,6:00,14:00
'張宏興診所',212928.54393792007,2671951.328649509,9:00,17:00
'天義堂',207579.8341715349,2688471.513409484,7:00,18:00
'臺中市私立晶晶幼兒園',204375.8738043402,2684121.9696900337,9:00,18:00
'十甲牙醫診所',220314.68768842448,2671063.9456834905,6:00,14:00
'建行輪胎',220046.56853177812,2670328.9014471173,8:00,19:00
'一聖書局',214448.9151205337,2672066.8391016047,6:00,18:00
'霧峰區地方稅務局視訊服務站',219551.27593602065,2663411.71874837,7:00,16:00
'統一精工速邁樂加油站大里二站',218497.57053181427,2667023.2390986662,6:00,16:00
'德康居家護理所',218868.7028138133,2671385.996925457,7:00,18:00
'懷恩耳鼻喉科診所',217821.63025508926,2669897.1757773682,6:00,17:00
'邑獅汽車有限公司',219661.38751119774,2675004.403991554,12:00,21:00
'佶林快速印刷股份有限公司',213566.6266789532,2673811.7481390317,6:00,15:00
'新幹線列車站',223787.95103820183,2691819.531216285,10:00,20:00
'富田電機股份有限公司',220311.02745827235,2683790.299438425,12:00,20:00
'臺中市保險股務職業工會',215124.22965279603,2670753.319039308,12:00,23:00
'聖帥宮',212397.49794501558,2669002.5241985517,7:00,18:00
'玄鳳宮',212163.0086566591,2675882.1585046174,11:00,22:00
'華南永昌綜合證券大里分公司',218330.3746961276,2667220.523596427,10:00,22:00
'立旗興業股份有限公司',218400.04474253755,2689588.8070507767,7:00,19:00
'諾貝爾有限公司',221680.72273970052,2675116.414517816,7:00,18:00
'神豐中醫診所',217164.1961144093,2671377.2014797768,8:00,18:00
'臺中市教會第七聚會所',219437.45222708018,2673772.444405341,12:00,21:00
'樹德柳橋',214396.06829086808,2667552.422143753,7:00,15:00
'銘仁精機有限公司',216213.5548328796,2682852.5481432127,11:00,21:00
'武陵農場',281717.61919408716,2694406.300368242,12:00,20:00
'竹興宮',222772.0358304376,2664871.760546396,11:00,19:00
'台灣智卡科技(股)公司',209592.15377955488,2672816.3037347263,8:00,18:00
'臺中市垃圾焚化廠',209249.0178383557,2671974.3481290992,11:00,22:00
'彭耳鼻喉科診所',217912.0048781208,2669995.7615696564,8:00,16:00
'百利機械公司',212812.2152949653,2673906.2897673957,7:00,15:00
'矩大電機(股)公司',208576.7266664315,2673946.351139245,7:00,19:00
'高登實業有限公司',210380.45914097683,2669769.73975592,9:00,20:00
'凱悅金星育樂會館',217795.86755228112,2674769.396535231,11:00,22:00
'臺中市大肚區大肚國民小學',203907.07372429228,2672173.2803287264,11:00,23:00
'第八選區江啟臣立法委員服務處',232238.4214045451,2683631.320803006,12:00,20:00
'傑風廣告實業有限公司',213101.61781449415,2671053.2377083646,11:00,22:00
'大里運動公園地下停車場',217838.87544427227,2666188.322885242,12:00,21:00
'光隆股份有限公司',216610.95956257163,2679039.952512096,12:00,23:00
'東新里余運來里長服務處',232438.40683937236,2684659.509437664,11:00,22:00
'康是美豐原門市',221615.7183730812,2682944.689078296,11:00,23:00
'渣打國際商業銀行神岡分行',217455.08023248086,2682647.2963862084,8:00,20:00
'大肚區農會信用部',203748.82548952624,2671916.736432904,10:00,22:00
'新生資源回收',218777.23448995632,2666560.2416087724,7:00,17:00
'中華民國金剛乘敦珠佛學會',215905.8421115193,2673706.4918741044,10:00,20:00
'鐘榮輝診所',218101.7063233661,2670425.159241944,9:00,17:00
'星展(台灣)商業銀行太平分行',221325.48018215536,2669293.0779947937,11:00,19:00
'喬福機械工業股份有限公司',216779.44772565874,2683321.243801089,12:00,24:00
'戴昌興診所',214722.1413898186,2671683.180804648,6:00,18:00
'達玄宮',216076.75240922268,2672173.173413061,11:00,19:00
'台大加油站豐原站',221739.83728774585,2685199.0245608725,6:00,17:00
'和平區第五公墓納骨塔',244066.67405408822,2673959.013519484,10:00,19:00
'天宮廟',219759.95407068107,2681732.2486408683,8:00,20:00
'國源診所',216603.05716226422,2671656.6031342302,8:00,20:00
'寶騰蓮花汽車',212312.45813437985,2694031.2518206867,6:00,14:00
'宏淇室內設計',216554.06218504874,2676963.5976322684,12:00,24:00
'廣清宮',212890.2217597864,2681976.5023563686,12:00,23:00
'華大中醫針所',214264.97570349375,2672065.749332176,7:00,16:00
'丹比家具',218375.01423148825,2677375.5194515875,6:00,16:00
'達美樂',217086.6613301793,2674103.0791325257,7:00,17:00
'臺中市私立慧欣幼兒園',217564.210503106,2667319.484831816,6:00,17:00
'維一診所',215669.23221477913,2673134.2545240507,12:00,23:00
'楓林麻橋',213089.4440872031,2667727.29850784,8:00,16:00
'合作金庫銀行西台中分行',215638.9186960733,2673373.2186230607,6:00,16:00
'怡寶樓',216359.73275001987,2671986.21799948,8:00,17:00
'鎔利興業',220871.69006156703,2680268.5481944187,11:00,20:00
'臺中市私立嘉仁幼兒園',207855.54303472207,2675674.21815359,6:00,14:00
'東勢區農會附設農民醫院',232688.63249160317,2683125.958604382,6:00,18:00
'中賓停車場',217839.53459109415,2672198.539656985,11:00,23:00
'新生耳鼻喉科小兒科',217329.2067356067,2670743.436878582,8:00,18:00
'正一隔音窗',213972.08329143745,2676629.683354008,12:00,24:00
'尚奇廣告',213856.49003587573,2669237.749258801,7:00,18:00
'南府堂',214174.65660756727,2669570.9709914057,8:00,17:00
'大魯閣遊戲愛樂園中友店',217962.56377627398,2671912.63515193,12:00,21:00
'義傑建材合板公司',217298.23913321996,2675838.509938118,7:00,19:00
'臺中市私立柏克萊幼兒園',213509.49237484176,2699570.273431511,11:00,21:00
'華塑家具',217889.94769848557,2677374.3931926503,7:00,19:00
'聚興里李添貴里長服務處',222056.43682103144,2677645.560774844,7:00,17:00
'鑫億錩有限公司',209009.35004345505,2673442.060203859,9:00,19:00
'菩提光精舍',210356.24352048663,2669285.822603164,7:00,19:00
'長春藤台中中港診所',216149.63202858763,2672052.170227672,7:00,19:00
'威逢塑膠鋼模公司',207840.9214169804,2674375.5757428864,10:00,22:00
'程泰機械',209816.17828477817,2677472.254532064,12:00,22:00
'華登商務大飯店',217221.34698450507,2674347.5285871364,7:00,16:00
'漢唐中醫診所',214715.4249715789,2672540.0811467133,11:00,19:00
'世運優質汽車廣場',217916.86735132156,2677374.3323347364,9:00,19:00
